Date,State,Crop,StorageType,ColdStorage,DelayHours,StorageLoss
2026-03-03,Meghalaya,Cereals,Normal,0,2.98,0.6
2025-02-19,Meghalaya,Pulses,Cold,1,10.36,2.41
2023-05-29,Himachal Pradesh,Fruits,Cold,1,66.16,55.67
2024-01-06,Uttarakhand,Pulses,Open,0,93.04,70.7
2025-05-29,Rajasthan,Pulses,Normal,0,4.76,2.78
2024-09-10,Nagaland,Pulses,Open,0,2.74,1.41
2023-11-12,Arunachal Pradesh,Cereals,Open,0,7.66,2.52
2025-09-18,Goa,Vegetables,Normal,0,4.62,3.05
2025-04-18,Himachal Pradesh,Vegetables,Open,0,0.52,0.39
2024-10-04,Uttarakhand,Vegetables,Cold,1,5.74,2.23
2023-03-13,Assam,Pulses,Cold,1,25.71,5.72
2025-02-06,Odisha,Fruits,Normal,0,9.8,16.7
2023-04-27,Bihar,Cereals,Open,0,33.09,16.61
2023-02-10,Chhattisgarh,Cereals,Normal,0,0.88,0.16
2024-03-27,Himachal Pradesh,Pulses,Open,0,3.49,1.71
2026-04-21,Karnataka,Vegetables,Open,0,24.82,36.81
2025-07-25,Gujarat,Cereals,Cold,1,15.29,2.33
2023-11-18,Goa,Fruits,Open,0,22.72,41.7
2023-11-15,Goa,Cereals,Cold,1,13.2,2.04
2024-09-18,Assam,Pulses,Cold,1,12.79,2.47
2024-01-08,Maharashtra,Fruits,Normal,0,4.04,4.8
2025-03-25,Tripura,Pulses,Cold,1,25.92,5.44
2024-06-17,Odisha,Vegetables,Normal,0,14.46,17.09
2024-08-31,Mizoram,Cereals,Cold,1,12.61,1.64
2023-09-12,Uttar Pradesh,Vegetables,Normal,0,1.63,1.04
2026-05-09,Gujarat,Pulses,Open,0,36.99,25.5
2023-07-12,Haryana,Cereals,Normal,0,19.87,5.44
2023-03-03,Bihar,Vegetables,Open,0,32.62,50.7
2023-11-24,Haryana,Cereals,Cold,1,30.5,4.37
2023-08-04,Chhattisgarh,Fruits,Normal,0,1.94,2.09
2025-08-05,Meghalaya,Fruits,Normal,0,7.65,9.15
2023-01-17,Maharashtra,Fruits,Cold,1,8.83,7.0
2024-03-16,Uttarakhand,Cereals,Cold,1,4.14,0.5
2023-05-13,Punjab,Pulses,Open,0,1.96,0.76
2026-03-28,Rajasthan,Cereals,Normal,0,9.73,4.44
2025-03-23,Uttar Pradesh,Cereals,Cold,1,10.24,1.27
2026-03-19,Maharashtra,Cereals,Open,0,10.48,5.54
2023-01-17,Andhra Pradesh,Fruits,Cold,1,19.89,14.47
2026-10-03,Punjab,Fruits,Open,0,40.59,62.9
2024-06-18,Meghalaya,Cereals,Normal,0,31.5,9.56
2023-02-01,Assam,Vegetables,Open,0,5.67,7.02
2025-12-28,Bihar,Pulses,Open,0,4.7,2.24
2023-04-02,Punjab,Pulses,Cold,1,14.91,2.81
2025-09-21,Tamil Nadu,Vegetables,Normal,0,12.93,10.43
2024-09-20,Uttar Pradesh,Cereals,Open,0,22.56,9.23
2024-10-22,Punjab,Cereals,Open,0,1.06,0.21
2026-06-22,Karnataka,Cereals,Normal,0,49.72,19.36
2026-09-18,Chhattisgarh,Vegetables,Cold,1,2.7,0.9
2025-09-25,Arunachal Pradesh,Fruits,Cold,1,31.04,21.39
2026-11-23,Uttar Pradesh,Pulses,Normal,0,1.98,0.69
2023-08-03,Jharkhand,Pulses,Cold,1,6.16,1.14
2024-08-26,Punjab,Fruits,Normal,0,60.26,70.6
2024-03-16,Chhattisgarh,Fruits,Normal,0,2.66,2.8
2025-08-10,Kerala,Cereals,Normal,0,4.7,1.35
2023-03-04,Goa,Vegetables,Normal,0,25.27,24.62
2024-12-10,Telangana,Cereals,Open,0,6.63,2.21
2025-05-11,Tripura,Cereals,Cold,1,6.77,0.98
2024-09-20,Jharkhand,Cereals,Cold,1,40.08,6.46
2023-07-07,Nagaland,Pulses,Open,0,46.41,33.68
2024-01-15,Maharashtra,Fruits,Normal,0,24.73,42.66
2025-01-09,Karnataka,Vegetables,Normal,0,2.53,1.86
2024-05-25,Odisha,Vegetables,Normal,0,2.02,1.66
2026-03-30,Jharkhand,Pulses,Open,0,1.96,1.04
2024-07-04,Haryana,Pulses,Cold,1,4.56,0.73
2023-10-23,Karnataka,Pulses,Cold,1,20.67,5.31
2024-04-02,Maharashtra,Pulses,Open,0,65.21,60.65
2026-06-18,Manipur,Vegetables,Normal,0,20.57,20.68
2025-04-25,Maharashtra,Vegetables,Normal,0,87.05,118.89
2024-04-26,Gujarat,Vegetables,Normal,0,5.77,3.86
2026-02-21,Punjab,Fruits,Cold,1,5.57,2.25
2023-08-27,Goa,Fruits,Cold,1,45.6,33.05
2023-06-16,Madhya Pradesh,Pulses,Normal,0,5.25,1.77
2023-02-06,Jharkhand,Fruits,Open,0,9.55,18.13
2025-11-19,Meghalaya,Cereals,Open,0,8.03,3.24
2025-09-18,Goa,Vegetables,Cold,1,38.39,20.8
2024-10-12,Mizoram,Cereals,Cold,1,16.08,2.61
2025-11-09,Tamil Nadu,Pulses,Cold,1,3.43,0.53
2023-10-07,Odisha,Pulses,Normal,0,33.4,21.69
2023-02-03,Manipur,Vegetables,Normal,0,31.01,33.1
2023-12-29,Tamil Nadu,Vegetables,Open,0,5.29,5.58
2024-11-17,Andhra Pradesh,Fruits,Open,0,8.86,15.26
2025-03-08,Jharkhand,Cereals,Normal,0,12.19,4.05
2025-02-04,Manipur,Cereals,Normal,0,14.57,4.94
2023-02-27,Rajasthan,Cereals,Cold,1,10.59,2.45
2024-05-21,Meghalaya,Vegetables,Normal,0,4.19,2.97
2024-02-22,Madhya Pradesh,Fruits,Cold,1,67.32,59.89
2025-03-18,Maharashtra,Pulses,Normal,0,3.47,1.31
2025-03-08,West Bengal,Pulses,Cold,1,9.53,1.76
2024-02-01,Mizoram,Cereals,Cold,1,10.82,1.36
2025-03-23,Telangana,Pulses,Normal,0,46.58,22.6
2025-09-17,Tamil Nadu,Vegetables,Cold,1,8.84,3.45
2025-10-02,Chhattisgarh,Cereals,Normal,0,8.77,2.42
2023-09-25,Uttar Pradesh,Pulses,Open,0,4.74,2.72
2023-06-08,Manipur,Pulses,Cold,1,11.62,2.23
2024-03-17,Sikkim,Vegetables,Open,0,9.6,11.58
2026-08-21,Arunachal Pradesh,Vegetables,Open,0,27.06,35.98
2026-03-02,Sikkim,Cereals,Cold,1,56.66,10.75
2026-12-26,Goa,Fruits,Cold,1,35.37,28.14
2023-07-07,Haryana,Fruits,Open,0,47.06,118.03
2023-02-24,Uttar Pradesh,Vegetables,Open,0,49.12,71.48
2023-11-14,Manipur,Vegetables,Open,0,7.17,8.2
2024-08-31,Nagaland,Fruits,Open,0,7.0,11.69
2026-03-19,Maharashtra,Fruits,Open,0,4.71,7.71
2024-02-11,Andhra Pradesh,Pulses,Cold,1,2.27,0.4
2024-06-07,Haryana,Fruits,Normal,0,21.69,27.48
2026-07-14,Uttar Pradesh,Fruits,Open,0,77.42,169.04
2025-06-04,Andhra Pradesh,Fruits,Normal,0,19.94,25.87
2023-05-31,Maharashtra,Fruits,Normal,0,42.48,69.04
2025-04-17,Mizoram,Cereals,Cold,1,61.75,9.86
2023-03-12,Tripura,Pulses,Normal,0,1.18,0.36
2024-07-10,Gujarat,Pulses,Cold,1,37.83,9.4
2026-11-23,Odisha,Vegetables,Open,0,9.49,13.53
2024-03-09,West Bengal,Pulses,Cold,1,4.15,0.81
2023-12-18,Jharkhand,Vegetables,Cold,1,7.74,3.39
2025-02-25,Haryana,Fruits,Open,0,4.37,7.65
2025-11-10,Uttarakhand,Vegetables,Normal,0,66.35,84.28
2024-11-27,Goa,Vegetables,Normal,0,26.84,24.71
2025-02-27,Kerala,Cereals,Normal,0,19.3,6.81
2024-12-22,Chhattisgarh,Fruits,Normal,0,2.68,3.12
2026-08-12,Rajasthan,Pulses,Open,0,2.53,2.08
2024-06-21,Arunachal Pradesh,Pulses,Normal,0,6.05,2.06
2023-11-09,Kerala,Cereals,Cold,1,17.07,2.92
2025-03-18,Haryana,Pulses,Normal,0,40.94,23.98
2023-06-06,Madhya Pradesh,Pulses,Open,0,70.68,52.74
2026-01-01,Meghalaya,Fruits,Cold,1,26.74,20.07
2024-03-14,Manipur,Fruits,Normal,0,1.85,1.79
2024-03-10,Rajasthan,Vegetables,Cold,1,17.87,11.06
2025-02-03,Tripura,Fruits,Normal,0,19.03,29.52
2025-04-16,Uttar Pradesh,Fruits,Normal,0,19.23,30.7
2024-03-12,Chhattisgarh,Vegetables,Cold,1,2.3,0.77
2023-12-28,Tripura,Cereals,Open,0,8.22,2.91
2024-05-20,Himachal Pradesh,Vegetables,Normal,0,31.41,29.84
2026-08-30,Tamil Nadu,Cereals,Open,0,4.08,1.55
2026-08-15,Manipur,Fruits,Cold,1,15.75,9.24
2026-09-12,Assam,Fruits,Open,0,36.19,71.56
2026-01-23,Nagaland,Pulses,Normal,0,4.43,1.53
2025-07-15,Maharashtra,Vegetables,Cold,1,8.58,3.77
2025-02-04,Gujarat,Pulses,Normal,0,7.17,2.89
2023-12-23,Punjab,Vegetables,Normal,0,80.61,80.84
2023-03-26,Jharkhand,Fruits,Open,0,45.74,105.02
2024-04-12,Karnataka,Cereals,Cold,1,3.57,0.38
2024-10-06,Maharashtra,Fruits,Normal,0,2.67,3.05
2026-02-17,Manipur,Pulses,Open,0,90.54,81.71
2026-08-30,Tamil Nadu,Vegetables,Normal,0,1.34,0.72
2025-03-26,Odisha,Vegetables,Normal,0,10.33,10.19
2025-02-17,Odisha,Fruits,Normal,0,3.09,4.43
2025-09-07,Andhra Pradesh,Cereals,Normal,0,35.86,10.43
2026-04-25,Tripura,Pulses,Open,0,15.34,10.76
2026-07-15,Sikkim,Cereals,Normal,0,33.96,12.6
2026-01-19,Goa,Cereals,Cold,1,10.24,1.43
2025-09-09,Bihar,Vegetables,Normal,0,25.9,26.17
2026-12-23,Himachal Pradesh,Cereals,Cold,1,20.82,2.98
2026-11-24,Tripura,Vegetables,Cold,1,11.61,4.82
2026-05-21,Chhattisgarh,Pulses,Cold,1,12.0,2.34
2023-10-12,Gujarat,Vegetables,Open,0,8.21,9.53
2024-08-18,Tamil Nadu,Vegetables,Cold,1,1.65,0.59
2026-01-05,Goa,Cereals,Cold,1,7.12,0.99
2024-10-24,Odisha,Vegetables,Normal,0,27.42,31.42
2026-06-03,Mizoram,Cereals,Open,0,12.68,4.94
2023-02-26,Jharkhand,Cereals,Normal,0,14.26,3.67
2026-08-13,Meghalaya,Vegetables,Cold,1,19.7,8.95
2023-01-31,Chhattisgarh,Cereals,Cold,1,2.77,0.29
2024-11-29,Bihar,Vegetables,Normal,0,2.16,1.52
2024-10-07,Mizoram,Cereals,Cold,1,7.86,0.97
2024-01-15,Jharkhand,Fruits,Open,0,11.68,22.21
2023-09-22,Uttarakhand,Vegetables,Normal,0,10.48,10.17
2023-05-15,Rajasthan,Fruits,Cold,1,5.97,6.04
2025-09-09,Karnataka,Vegetables,Open,0,7.97,9.14
2026-07-05,Uttarakhand,Pulses,Cold,1,19.68,4.99
2026-01-05,Assam,Fruits,Open,0,0.89,1.14
2024-05-19,Tripura,Fruits,Normal,0,5.36,6.69
2026-03-31,Bihar,Fruits,Open,0,4.09,6.49
2023-02-05,Haryana,Vegetables,Cold,1,1.45,0.47
2026-10-18,Karnataka,Pulses,Normal,0,7.37,3.3
2025-01-14,Karnataka,Vegetables,Normal,0,17.54,17.01
2025-10-18,Arunachal Pradesh,Vegetables,Open,0,16.46,20.01
2024-07-22,Jharkhand,Fruits,Normal,0,34.77,49.45
2026-04-26,Uttarakhand,Pulses,Normal,0,19.25,10.22
2025-12-12,Odisha,Fruits,Normal,0,6.51,10.12
2023-12-17,Telangana,Pulses,Normal,0,12.46,4.97
2024-07-18,Andhra Pradesh,Vegetables,Open,0,3.78,4.33
2025-06-20,Andhra Pradesh,Vegetables,Cold,1,2.73,1.04
2023-11-04,Sikkim,Vegetables,Normal,0,11.95,9.4
2023-06-16,Manipur,Pulses,Cold,1,52.69,15.65
2024-09-06,Madhya Pradesh,Cereals,Normal,0,7.1,1.71
2024-09-11,Mizoram,Vegetables,Open,0,7.61,9.07
2023-03-04,Meghalaya,Pulses,Cold,1,25.27,5.43
2026-06-06,Telangana,Cereals,Cold,1,1.75,0.19
2026-03-11,Goa,Vegetables,Cold,1,1.01,0.3
2023-09-05,Bihar,Vegetables,Normal,0,17.05,17.65
2026-09-27,Bihar,Fruits,Open,0,19.72,39.18
2024-02-13,Kerala,Fruits,Normal,0,3.11,3.16
2025-07-07,Andhra Pradesh,Fruits,Normal,0,1.22,1.28
2026-11-18,Gujarat,Cereals,Open,0,20.65,8.42
2024-09-22,Mizoram,Vegetables,Open,0,17.14,21.21
2026-12-03,Haryana,Fruits,Open,0,4.25,5.87
2025-02-01,Mizoram,Cereals,Normal,0,3.08,0.75
2025-09-22,Odisha,Pulses,Open,0,12.38,8.97
2023-08-19,Mizoram,Pulses,Cold,1,15.13,3.44
2024-02-25,Maharashtra,Fruits,Open,0,1.94,3.51
2023-08-08,Assam,Vegetables,Cold,1,18.47,8.56
2023-03-08,Goa,Pulses,Cold,1,6.46,1.26
2025-04-19,Sikkim,Pulses,Cold,1,23.08,5.18
2026-03-21,Maharashtra,Vegetables,Normal,0,8.86,8.04
2025-10-28,Karnataka,Vegetables,Cold,1,23.81,10.5
2025-11-02,Gujarat,Vegetables,Normal,0,3.83,3.03
2026-06-23,Tripura,Fruits,Cold,1,17.6,12.57
2026-03-19,Kerala,Pulses,Cold,1,15.79,3.91
2025-07-12,Uttarakhand,Pulses,Normal,0,1.77,0.66
2024-02-23,Goa,Pulses,Cold,1,89.31,23.94
2026-06-19,West Bengal,Cereals,Cold,1,17.13,2.3
2023-10-23,Sikkim,Cereals,Normal,0,6.41,1.52
2024-12-29,Arunachal Pradesh,Pulses,Cold,1,1.34,0.24
2024-11-29,Gujarat,Vegetables,Normal,0,6.03,5.26
2024-04-13,Tamil Nadu,Cereals,Normal,0,5.73,1.68
2026-09-07,Rajasthan,Fruits,Cold,1,21.37,23.76
2026-11-27,Haryana,Cereals,Normal,0,19.94,5.35
2024-07-03,Chhattisgarh,Vegetables,Normal,0,40.8,37.73
2024-11-18,Nagaland,Vegetables,Normal,0,1.98,1.19
2023-11-10,Manipur,Cereals,Normal,0,24.73,8.19
2025-12-11,Andhra Pradesh,Pulses,Open,0,18.95,12.17
2024-03-26,Telangana,Pulses,Normal,0,5.26,1.75
2024-12-29,Tripura,Vegetables,Normal,0,5.14,4.28
2026-08-02,Haryana,Pulses,Open,0,5.61,2.6
2026-06-21,Meghalaya,Fruits,Cold,1,7.26,4.69
2025-01-04,Mizoram,Fruits,Cold,1,3.56,2.14
2026-08-06,Gujarat,Fruits,Normal,0,42.86,61.25
2024-10-06,Telangana,Cereals,Open,0,31.15,13.55
2024-09-27,Kerala,Pulses,Cold,1,7.26,1.65
2023-04-26,Jharkhand,Vegetables,Normal,0,16.36,13.45
2025-07-29,Manipur,Vegetables,Cold,1,13.04,5.09
2025-01-01,Mizoram,Fruits,Open,0,22.15,45.94
2023-09-19,Jharkhand,Vegetables,Open,0,30.45,39.29
2023-10-07,Tripura,Cereals,Normal,0,2.79,0.56
2024-03-11,Maharashtra,Fruits,Cold,1,32.5,32.08
2026-03-15,Punjab,Fruits,Open,0,17.33,25.95
2024-09-25,Mizoram,Fruits,Open,0,23.08,45.42
2023-06-22,Nagaland,Cereals,Cold,1,16.79,2.45
2024-09-16,Nagaland,Fruits,Open,0,103.3,258.66
2026-09-26,Arunachal Pradesh,Cereals,Normal,0,8.43,2.45
2026-05-15,Karnataka,Fruits,Normal,0,6.42,8.22
2024-09-22,Nagaland,Fruits,Normal,0,0.64,0.57
2024-10-11,Madhya Pradesh,Cereals,Cold,1,15.07,2.2
2024-11-01,Haryana,Vegetables,Cold,1,28.64,14.96
2026-04-12,Andhra Pradesh,Vegetables,Normal,0,36.36,39.71
2026-11-02,West Bengal,Fruits,Open,0,14.19,24.24
2023-04-23,Jharkhand,Pulses,Normal,0,2.14,0.79
2025-06-20,Mizoram,Vegetables,Normal,0,2.73,1.83
2026-04-01,Tripura,Vegetables,Open,0,2.75,2.41
2023-08-28,Nagaland,Vegetables,Open,0,6.84,7.99
2026-10-24,Kerala,Fruits,Cold,1,4.54,2.65
2024-06-27,Haryana,Pulses,Open,0,32.9,24.08
2025-03-02,Tripura,Cereals,Cold,1,10.48,1.56
2024-01-07,Haryana,Vegetables,Open,0,3.61,3.81
2025-07-15,Telangana,Pulses,Cold,1,6.32,1.18
2023-10-12,Jharkhand,Cereals,Cold,1,9.36,1.41
2024-01-08,Jharkhand,Vegetables,Cold,1,29.66,16.4
2025-03-15,Bihar,Vegetables,Normal,0,3.15,2.23
2026-03-07,Karnataka,Cereals,Open,0,7.52,2.8
2026-05-11,Gujarat,Vegetables,Cold,1,2.29,0.77
2025-01-18,Himachal Pradesh,Vegetables,Cold,1,8.26,3.37
2025-01-31,Tamil Nadu,Pulses,Open,0,2.6,1.31
2026-03-28,Jharkhand,Fruits,Cold,1,1.76,0.76
2024-03-27,Chhattisgarh,Fruits,Cold,1,19.96,12.27
2023-05-24,Chhattisgarh,Pulses,Normal,0,2.92,1.13
2025-07-26,Maharashtra,Pulses,Open,0,2.34,1.42
2025-03-24,Telangana,Cereals,Cold,1,39.39,7.76
2024-11-26,Arunachal Pradesh,Vegetables,Cold,1,2.41,0.78
2025-12-18,Jharkhand,Fruits,Cold,1,15.59,9.36
2025-08-16,Bihar,Vegetables,Cold,1,1.5,0.5
2023-09-04,Arunachal Pradesh,Pulses,Cold,1,15.14,3.02
2025-04-07,Maharashtra,Vegetables,Open,0,30.14,43.94
2025-01-09,Manipur,Fruits,Cold,1,3.99,2.15
2023-11-21,Gujarat,Vegetables,Cold,1,9.7,4.49
2024-01-11,Kerala,Cereals,Normal,0,24.03,7.0
2026-10-03,Telangana,Vegetables,Normal,0,6.67,5.55
2026-08-21,Sikkim,Vegetables,Normal,0,7.78,5.85
2024-08-31,Karnataka,Vegetables,Normal,0,8.73,6.83
2024-08-15,Maharashtra,Cereals,Cold,1,1.84,0.27
2025-12-26,Haryana,Pulses,Normal,0,16.95,7.72
2025-10-28,Assam,Vegetables,Normal,0,26.51,23.9
2024-09-26,Himachal Pradesh,Pulses,Open,0,7.35,4.76
2025-11-19,Haryana,Fruits,Normal,0,9.92,10.94
2023-11-30,Uttarakhand,Vegetables,Open,0,6.78,7.82
2026-11-12,Haryana,Fruits,Normal,0,32.91,44.57
2024-04-29,Meghalaya,Pulses,Open,0,4.08,1.9
2025-11-21,Chhattisgarh,Pulses,Cold,1,97.09,32.93
2023-07-11,Bihar,Vegetables,Open,0,18.87,23.97
2025-07-07,Tripura,Pulses,Cold,1,4.45,0.73
2025-03-12,Telangana,Cereals,Cold,1,45.81,7.46
2026-01-03,Karnataka,Cereals,Normal,0,19.95,6.92
2025-09-13,Himachal Pradesh,Vegetables,Open,0,38.84,58.44
2024-09-05,Goa,Cereals,Open,0,30.84,13.99
2026-09-09,Sikkim,Cereals,Open,0,9.19,3.46
2024-07-13,Andhra Pradesh,Fruits,Normal,0,30.34,46.95
2026-11-19,Odisha,Pulses,Cold,1,1.81,0.4
2023-04-14,Punjab,Pulses,Cold,1,2.53,0.33
2025-06-20,Odisha,Pulses,Normal,0,15.45,7.99
2026-08-30,Assam,Cereals,Open,0,1.34,0.37
2023-04-18,Himachal Pradesh,Cereals,Open,0,118.89,59.06
2026-02-19,Himachal Pradesh,Pulses,Normal,0,14.58,7.03
2025-12-31,Gujarat,Cereals,Normal,0,1.8,0.34
2024-02-25,Uttar Pradesh,Fruits,Cold,1,6.82,4.05
2023-04-23,Tripura,Fruits,Open,0,47.9,114.62
2023-05-18,Meghalaya,Pulses,Open,0,3.12,1.62
2025-06-11,Maharashtra,Vegetables,Open,0,3.17,3.96
2025-07-26,Arunachal Pradesh,Cereals,Cold,1,28.56,5.31
2025-11-15,West Bengal,Pulses,Normal,0,3.0,0.99
2026-09-14,Jharkhand,Pulses,Cold,1,65.18,17.08
2026-10-19,Uttar Pradesh,Cereals,Cold,1,25.47,3.62
2026-09-01,Rajasthan,Cereals,Open,0,33.47,27.08
2026-05-28,Nagaland,Cereals,Cold,1,3.22,0.38
2025-01-24,Kerala,Fruits,Open,0,44.02,105.72
2023-06-07,Telangana,Cereals,Normal,0,6.09,1.52
2024-12-21,Tripura,Pulses,Open,0,20.92,15.01
2026-10-04,Goa,Pulses,Cold,1,1.41,0.23
2024-05-22,Karnataka,Pulses,Normal,0,0.87,0.29
2023-11-21,Bihar,Fruits,Normal,0,39.6,57.16
2025-05-31,Assam,Cereals,Cold,1,4.19,0.47
2023-06-26,Bihar,Pulses,Normal,0,6.02,2.5
2026-08-02,Andhra Pradesh,Pulses,Cold,1,20.65,4.66
2024-03-06,Maharashtra,Vegetables,Cold,1,7.26,3.46
2023-04-13,Meghalaya,Cereals,Cold,1,3.19,0.4
2024-05-06,Punjab,Fruits,Cold,1,32.57,22.29
2025-05-09,Rajasthan,Fruits,Open,0,20.83,60.5
2025-01-27,Goa,Cereals,Normal,0,15.68,4.99
2023-10-07,Assam,Fruits,Normal,0,2.79,2.85
2024-03-03,Meghalaya,Cereals,Open,0,50.3,23.78
2023-06-14,West Bengal,Cereals,Normal,0,30.55,10.83
2026-04-17,Odisha,Vegetables,Cold,1,34.73,25.76
2024-08-29,Tamil Nadu,Pulses,Normal,0,79.08,43.3
2026-01-25,Punjab,Pulses,Open,0,59.18,38.85
2025-07-15,Meghalaya,Pulses,Open,0,23.88,15.49
2026-10-19,Meghalaya,Pulses,Normal,0,6.47,2.53
2026-05-01,Tripura,Cereals,Normal,0,9.49,2.74
2024-11-11,Punjab,Fruits,Normal,0,6.49,6.11
2026-10-17,Jharkhand,Cereals,Normal,0,4.07,0.94
2023-06-18,Bihar,Pulses,Normal,0,15.03,7.27
2023-10-28,Punjab,Pulses,Cold,1,6.47,1.04
2026-09-01,Tripura,Pulses,Open,0,1.58,0.66
2024-02-16,Uttarakhand,Fruits,Normal,0,22.38,34.65
2026-08-07,Jharkhand,Fruits,Cold,1,16.79,11.28
2023-09-14,Karnataka,Vegetables,Normal,0,38.5,45.67
2026-01-27,Odisha,Vegetables,Cold,1,13.97,7.8
2024-01-18,Rajasthan,Pulses,Open,0,31.08,37.58
2023-07-13,Jharkhand,Fruits,Cold,1,10.09,6.43
2026-03-26,West Bengal,Cereals,Cold,1,3.9,0.46
2024-07-15,Bihar,Vegetables,Cold,1,5.82,2.19
2025-05-24,Rajasthan,Pulses,Cold,1,5.86,1.53
2026-03-04,Bihar,Pulses,Open,0,9.57,4.86
2023-01-16,Haryana,Vegetables,Normal,0,56.96,57.12
2023-08-10,Karnataka,Cereals,Normal,0,9.11,2.62
2024-10-05,Tripura,Pulses,Open,0,50.93,39.09
2025-12-19,Kerala,Vegetables,Open,0,8.13,9.92
2025-03-31,Odisha,Vegetables,Cold,1,6.79,3.97
2024-06-19,Himachal Pradesh,Fruits,Open,0,1.99,2.99
2024-05-07,Goa,Fruits,Cold,1,0.72,0.29
2023-09-26,Madhya Pradesh,Vegetables,Normal,0,20.8,20.84
2023-08-19,Goa,Pulses,Open,0,18.88,13.92
2024-09-09,Madhya Pradesh,Fruits,Normal,0,1.9,2.01
2024-04-03,Rajasthan,Cereals,Open,0,21.12,14.39
2026-10-03,Sikkim,Cereals,Open,0,4.14,1.25
2026-09-23,Odisha,Vegetables,Cold,1,3.59,1.82
2025-08-14,Andhra Pradesh,Vegetables,Normal,0,6.53,4.96
2026-02-22,Rajasthan,Pulses,Open,0,32.14,31.25
2026-06-26,Chhattisgarh,Pulses,Open,0,42.29,26.69
2024-08-29,West Bengal,Cereals,Open,0,20.54,9.21
2026-10-08,Chhattisgarh,Cereals,Normal,0,16.74,5.45
2024-08-11,Bihar,Pulses,Open,0,6.62,4.0
2023-04-25,Odisha,Fruits,Normal,0,1.3,1.6
2025-08-05,Odisha,Vegetables,Normal,0,12.52,14.12
2025-03-29,Telangana,Vegetables,Cold,1,5.91,2.47
2024-08-10,Tamil Nadu,Vegetables,Cold,1,10.98,5.33
2025-01-07,Assam,Cereals,Open,0,4.98,1.82
2024-10-16,Tripura,Fruits,Open,0,22.59,52.0
2024-02-14,Gujarat,Fruits,Normal,0,8.69,12.23
2025-02-08,Haryana,Pulses,Normal,0,22.8,10.69
2026-02-10,Punjab,Cereals,Normal,0,0.89,0.16
2025-08-23,Haryana,Pulses,Normal,0,4.36,1.41
2025-05-29,Meghalaya,Fruits,Normal,0,4.82,5.39
2023-04-16,Tripura,Vegetables,Cold,1,19.57,7.84
2023-01-24,Arunachal Pradesh,Pulses,Cold,1,8.8,1.7
2024-03-08,Jharkhand,Vegetables,Normal,0,66.6,83.64
2024-08-13,Assam,Fruits,Cold,1,7.43,4.07
2024-02-19,Arunachal Pradesh,Pulses,Normal,0,5.58,2.13
2023-11-04,Andhra Pradesh,Fruits,Open,0,26.53,55.56
2026-09-17,Goa,Vegetables,Cold,1,8.12,3.48
2023-06-30,Odisha,Pulses,Open,0,27.06,26.4
2024-02-04,Sikkim,Vegetables,Open,0,37.61,57.87
2025-06-26,Tripura,Pulses,Open,0,5.99,2.94
2024-01-23,Himachal Pradesh,Cereals,Cold,1,12.34,2.0
2025-12-24,Gujarat,Fruits,Cold,1,10.29,7.35
2024-05-20,Haryana,Vegetables,Cold,1,9.58,4.36
2026-11-24,Mizoram,Cereals,Open,0,5.8,2.16
2024-10-29,Rajasthan,Cereals,Normal,0,7.61,3.55
2025-07-16,Uttarakhand,Vegetables,Open,0,9.74,9.92
2023-03-15,Mizoram,Pulses,Normal,0,25.05,11.58
2025-02-14,Uttar Pradesh,Vegetables,Normal,0,2.2,1.28
2023-05-22,Jharkhand,Vegetables,Cold,1,41.34,22.0
2024-12-29,Arunachal Pradesh,Vegetables,Cold,1,5.14,1.96
2026-02-27,Rajasthan,Vegetables,Normal,0,20.16,28.87
2026-06-08,Manipur,Cereals,Normal,0,32.04,12.0
2025-01-17,Madhya Pradesh,Cereals,Open,0,8.25,3.53
2023-08-18,Kerala,Cereals,Open,0,21.72,9.28
2024-04-22,Haryana,Vegetables,Open,0,1.01,0.75
2026-08-31,Chhattisgarh,Fruits,Open,0,5.72,8.9
2024-10-04,Odisha,Fruits,Normal,0,1.25,1.71
2026-06-15,Meghalaya,Fruits,Normal,0,47.25,81.3
2024-06-28,Assam,Vegetables,Cold,1,10.78,4.5
2024-06-26,Manipur,Pulses,Open,0,3.98,2.29
2025-04-29,Maharashtra,Vegetables,Cold,1,19.38,9.78
2025-09-08,Telangana,Vegetables,Normal,0,6.84,5.7
2026-02-03,Gujarat,Pulses,Cold,1,8.13,1.5
2026-05-11,Punjab,Vegetables,Normal,0,43.49,36.53
2023-10-25,Tripura,Fruits,Open,0,31.31,59.65
2026-05-13,Kerala,Pulses,Open,0,1.87,0.91
2024-03-27,Madhya Pradesh,Cereals,Cold,1,13.19,2.04
2026-03-21,Bihar,Pulses,Normal,0,0.56,0.14
2025-07-14,West Bengal,Fruits,Open,0,6.33,9.15
2023-09-24,Kerala,Cereals,Normal,0,5.93,1.33
2024-01-18,Uttar Pradesh,Pulses,Cold,1,3.45,0.57
2023-05-22,Gujarat,Pulses,Cold,1,0.99,0.14
2023-01-04,Kerala,Vegetables,Open,0,9.18,9.44
2023-02-01,Karnataka,Fruits,Normal,0,4.44,4.34
2025-03-29,Arunachal Pradesh,Fruits,Normal,0,9.85,13.38
2026-06-29,Uttar Pradesh,Vegetables,Open,0,0.9,0.75
2026-02-24,Andhra Pradesh,Cereals,Open,0,1.84,0.54
2025-01-18,Jharkhand,Cereals,Cold,1,11.43,1.75
