State,Crop,Date,Rainfall,Production_MT,ProductionRisk
Haryana,Vegetables,2026-03-04,650,62.53339432799555,37.46660567200445
Uttar Pradesh,Fruits,2025-06-01,900,42.64576499119251,57.35423500880749
Uttar Pradesh,Fruits,2025-05-31,900,52.06467386662945,47.93532613337055
Uttarakhand,Vegetables,2024-02-10,1500,34.813156216593,65.186843783407
Punjab,Pulses,2024-09-29,650,50.454646590878475,49.545353409121525
Chhattisgarh,Cereals,2023-09-11,1300,62.93901511284975,37.06098488715025
Karnataka,Cereals,2024-02-15,950,81.26310126016163,18.736898739838367
Madhya Pradesh,Pulses,2023-10-14,1000,46.02484062603872,53.97515937396128
Arunachal Pradesh,Vegetables,2025-08-02,2800,0.37071497176209217,99.6292850282379
Arunachal Pradesh,Fruits,2026-01-10,2800,0.28351543208502167,99.71648456791497
Himachal Pradesh,Cereals,2024-01-16,1600,32.80104033153938,67.19895966846062
Odisha,Pulses,2026-12-30,1500,26.068455041549424,73.93154495845057
Gujarat,Pulses,2025-11-18,800,46.36700394392219,53.63299605607781
Rajasthan,Pulses,2026-01-20,300,18.299721015493024,81.70027898450698
Maharashtra,Fruits,2026-08-20,900,56.7038904188641,43.2961095811359
Rajasthan,Fruits,2023-09-13,300,26.701004774815342,73.29899522518465
West Bengal,Pulses,2024-05-15,1600,20.39724347906178,79.60275652093821
Telangana,Pulses,2025-02-05,900,52.39461339433382,47.60538660566618
Himachal Pradesh,Vegetables,2023-05-28,1600,29.853276382569636,70.14672361743037
Manipur,Fruits,2024-03-24,2200,4.783245845682499,95.2167541543175
Punjab,Pulses,2024-12-13,650,44.36047648882494,55.63952351117506
Assam,Cereals,2023-01-03,2000,13.131652425068747,86.86834757493125
Haryana,Vegetables,2024-12-27,650,60.508425172174405,39.491574827825595
Karnataka,Fruits,2026-06-09,950,64.13453111914549,35.86546888085451
Tamil Nadu,Vegetables,2024-01-16,1000,69.62916188798971,30.37083811201029
Goa,Fruits,2023-10-25,3000,0.11853430609144398,99.88146569390855
Tamil Nadu,Fruits,2025-08-29,1000,46.33923810265889,53.66076189734111
Kerala,Cereals,2024-01-22,3000,0.14853575204758127,99.85146424795242
Punjab,Fruits,2026-10-05,650,54.038796464403845,45.961203535596155
Punjab,Fruits,2025-01-08,650,66.08299779935624,33.917002200643765
West Bengal,Vegetables,2024-05-10,1600,29.110951435003948,70.88904856499605
Sikkim,Fruits,2024-12-27,1800,17.618797420696684,82.38120257930332
Arunachal Pradesh,Fruits,2024-04-26,2800,0.23921114108540573,99.7607888589146
Mizoram,Fruits,2026-10-17,2400,1.791970721198901,98.20802927880109
Uttar Pradesh,Fruits,2026-10-31,900,50.905188350569574,49.094811649430426
Gujarat,Vegetables,2023-10-13,800,61.268909077056804,38.731090922943196
Rajasthan,Fruits,2024-05-14,300,23.2302053672261,76.7697946327739
Kerala,Fruits,2025-01-28,3000,0.1166054687045175,99.88339453129548
Andhra Pradesh,Vegetables,2026-06-08,1000,59.29165394872471,40.70834605127529
Uttarakhand,Cereals,2025-05-12,1500,50.63704377603744,49.36295622396256
Telangana,Cereals,2024-04-05,900,84.50632782331559,15.493672176684413
Gujarat,Pulses,2026-09-28,800,52.898735677660575,47.101264322339425
West Bengal,Cereals,2025-08-21,1600,36.35781405540277,63.64218594459723
Arunachal Pradesh,Vegetables,2026-02-27,2800,0.3887368513462666,99.61126314865373
Tamil Nadu,Cereals,2026-06-13,1000,67.29982685506072,32.700173144939285
Sikkim,Pulses,2023-10-21,1800,12.755670605222788,87.24432939477721
Rajasthan,Fruits,2024-04-16,300,23.769841985872752,76.23015801412726
Tamil Nadu,Fruits,2023-10-14,1000,57.11064400836633,42.88935599163367
Gujarat,Fruits,2025-05-13,800,59.123953637093535,40.876046362906465
Sikkim,Cereals,2024-03-28,1800,25.3938938519246,74.6061061480754
Madhya Pradesh,Vegetables,2026-08-11,1000,62.466056126408645,37.533943873591355
Bihar,Cereals,2023-09-03,1100,55.125924640031656,44.874075359968344
Manipur,Pulses,2026-04-26,2200,3.560340394146762,96.43965960585324
Maharashtra,Cereals,2024-08-19,900,82.41601192854374,17.58398807145626
Mizoram,Vegetables,2024-09-12,2400,2.1777679097628257,97.82223209023718
West Bengal,Fruits,2026-01-30,1600,23.498451430232677,76.50154856976732
Bihar,Vegetables,2026-05-12,1100,52.19651940157982,47.80348059842018
Manipur,Cereals,2024-04-06,2200,7.030948940356594,92.9690510596434
Sikkim,Cereals,2026-03-10,1800,24.94088502130689,75.05911497869312
Uttarakhand,Fruits,2026-09-04,1500,28.27710297009504,71.72289702990496
Arunachal Pradesh,Pulses,2023-12-17,2800,0.22931666241480683,99.7706833375852
Mizoram,Cereals,2026-10-14,2400,3.197154675906571,96.80284532409343
Odisha,Pulses,2023-01-26,1500,29.350691583023654,70.64930841697634
Uttar Pradesh,Cereals,2024-11-14,900,73.83229047284912,26.167709527150876
Manipur,Fruits,2025-08-17,2200,4.924476845980917,95.07552315401908
Assam,Fruits,2025-05-05,2000,8.895173872857695,91.1048261271423
West Bengal,Cereals,2024-05-16,1600,34.96543004148529,65.03456995851471
Meghalaya,Vegetables,2024-03-06,2600,0.8714855399086906,99.12851446009131
Meghalaya,Cereals,2024-12-08,2600,1.2877002841321465,98.71229971586786
Jharkhand,Pulses,2025-03-11,1400,33.128959862874304,66.8710401371257
Jharkhand,Pulses,2023-03-29,1400,34.109327674540275,65.89067232545972
Kerala,Vegetables,2026-06-09,3000,0.1351793845646255,99.86482061543538
Meghalaya,Fruits,2023-11-24,2600,0.8028231396131784,99.19717686038682
Assam,Cereals,2024-03-03,2000,14.491662005531662,85.50833799446833
Odisha,Fruits,2025-06-25,1500,31.99763097899641,68.00236902100359
Kerala,Vegetables,2024-11-28,3000,0.13699128156639923,99.8630087184336
Arunachal Pradesh,Cereals,2025-02-24,2800,0.34374822728064836,99.65625177271936
Mizoram,Cereals,2025-12-22,2400,2.995171574689554,97.00482842531045
Sikkim,Cereals,2025-11-05,1800,19.590742966612623,80.40925703338738
Bihar,Fruits,2026-12-17,1100,39.45608523340218,60.54391476659782
Tamil Nadu,Cereals,2023-08-01,1000,76.84185954768145,23.15814045231855
Uttar Pradesh,Vegetables,2026-10-07,900,59.04005177569034,40.95994822430966
Bihar,Fruits,2024-06-07,1100,37.88455425009033,62.11544574990967
Odisha,Fruits,2026-10-29,1500,27.5784973433249,72.4215026566751
Rajasthan,Cereals,2025-11-16,300,28.787760944798414,71.2122390552016
Arunachal Pradesh,Vegetables,2026-07-03,2800,0.32439972406876527,99.67560027593123
Gujarat,Vegetables,2024-05-19,800,68.05721201963871,31.942787980361288
Manipur,Cereals,2024-08-20,2200,6.063122132111988,93.93687786788801
Punjab,Pulses,2025-02-04,650,49.611224628701024,50.388775371298976
Himachal Pradesh,Fruits,2023-12-18,1600,27.044231459363484,72.95576854063651
Himachal Pradesh,Pulses,2025-06-20,1600,22.981756044762662,77.01824395523734
Kerala,Vegetables,2024-03-13,3000,0.13455179475234208,99.86544820524766
Tamil Nadu,Pulses,2026-02-20,1000,48.741074539544194,51.258925460455806
Manipur,Vegetables,2024-11-06,2200,6.140984762984133,93.85901523701587
Maharashtra,Vegetables,2026-01-30,900,68.69597918834347,31.304020811656528
Goa,Pulses,2024-07-07,3000,0.08654674718857697,99.91345325281142
Uttar Pradesh,Fruits,2025-04-18,900,46.354542256086894,53.645457743913106
Kerala,Pulses,2024-03-20,3000,0.11109149169182932,99.88890850830818
Punjab,Fruits,2024-12-18,650,53.056024681471776,46.943975318528224
Manipur,Cereals,2024-05-26,2200,7.14387645836963,92.85612354163037
Goa,Fruits,2025-01-31,3000,0.1199387977612575,99.88006120223874
Tripura,Vegetables,2023-07-02,2300,3.6385052252281387,96.36149477477186
Arunachal Pradesh,Cereals,2026-12-26,2800,0.4297580066807194,99.57024199331929
Karnataka,Fruits,2026-12-17,950,56.002199735231045,43.997800264768955
Chhattisgarh,Vegetables,2025-11-04,1300,48.72003031901362,51.27996968098638
Sikkim,Vegetables,2026-11-18,1800,21.562540930561433,78.43745906943857
Punjab,Fruits,2023-06-01,650,57.78676054396217,42.21323945603783
Arunachal Pradesh,Vegetables,2026-03-22,2800,0.3010399093085056,99.6989600906915
Odisha,Cereals,2025-04-22,1500,44.02112464026394,55.97887535973606
West Bengal,Pulses,2023-03-07,1600,24.552090320540398,75.4479096794596
Uttar Pradesh,Pulses,2023-06-19,900,40.246633960868046,59.753366039131954
Uttarakhand,Vegetables,2023-09-05,1500,34.059556569414646,65.94044343058536
Tripura,Vegetables,2026-11-17,2300,3.789636970869031,96.21036302913097
Goa,Pulses,2026-05-26,3000,0.08791613071678593,99.91208386928321
Uttarakhand,Cereals,2026-02-24,1500,43.41583215519294,56.58416784480706
Jharkhand,Fruits,2026-01-25,1400,36.14847185302538,63.85152814697462
Rajasthan,Fruits,2023-07-20,300,21.24716172339191,78.75283827660809
Madhya Pradesh,Fruits,2024-01-17,1000,55.86302231387408,44.13697768612592
Uttarakhand,Pulses,2024-05-14,1500,27.130598475590116,72.86940152440988
Manipur,Pulses,2025-03-11,2200,4.427260284963497,95.5727397150365
Kerala,Pulses,2025-07-07,3000,0.09022421204077079,99.90977578795923
West Bengal,Fruits,2024-02-27,1600,24.303618742653352,75.69638125734664
Andhra Pradesh,Vegetables,2024-08-11,1000,75.15536346310131,24.84463653689869
Madhya Pradesh,Pulses,2023-06-27,1000,41.946686887133886,58.053313112866114
Rajasthan,Pulses,2025-04-23,300,22.82088587179094,77.17911412820906
Sikkim,Pulses,2026-10-28,1800,14.64470830510266,85.35529169489735
Odisha,Vegetables,2024-07-02,1500,33.50636205610982,66.49363794389018
Telangana,Pulses,2026-03-18,900,49.73123856483668,50.26876143516332
Gujarat,Fruits,2026-04-13,800,60.055678530031514,39.944321469968486
Telangana,Pulses,2026-03-01,900,56.39130236296549,43.60869763703451
Arunachal Pradesh,Pulses,2023-09-27,2800,0.25821922317606505,99.74178077682393
West Bengal,Pulses,2026-05-05,1600,21.70518237485061,78.29481762514939
Jharkhand,Cereals,2024-04-27,1400,54.65389991343623,45.34610008656377
Rajasthan,Pulses,2026-05-23,300,17.413801283272733,82.58619871672727
Karnataka,Fruits,2024-12-29,950,61.01791510936404,38.98208489063596
West Bengal,Pulses,2026-03-29,1600,22.28344245801608,77.71655754198392
Jharkhand,Vegetables,2024-08-17,1400,47.93288680796317,52.06711319203683
Gujarat,Cereals,2026-09-05,800,67.28248430310023,32.71751569689977
Jharkhand,Vegetables,2024-06-11,1400,43.600733572731784,56.399266427268216
Manipur,Vegetables,2023-06-16,2200,5.745567552111351,94.25443244788865
West Bengal,Cereals,2024-11-02,1600,33.20429649561957,66.79570350438043
Chhattisgarh,Cereals,2024-02-15,1300,51.76192525754684,48.23807474245316
West Bengal,Vegetables,2025-11-24,1600,31.55339912895358,68.44660087104643
Kerala,Fruits,2026-07-13,3000,0.11170596758891543,99.88829403241108
Assam,Cereals,2026-02-04,2000,11.388519146004933,88.61148085399506
Chhattisgarh,Vegetables,2023-02-11,1300,52.17674342181413,47.82325657818587
Assam,Pulses,2025-12-09,2000,6.913010628218542,93.08698937178146
Karnataka,Pulses,2023-10-31,950,52.46464796918213,47.53535203081787
West Bengal,Pulses,2024-07-03,1600,25.219103291629015,74.78089670837099
Tamil Nadu,Fruits,2025-09-11,1000,47.32071319077895,52.67928680922105
Jharkhand,Pulses,2026-10-10,1400,28.112530181453,71.887469818547
Telangana,Cereals,2024-04-28,900,80.88799835884367,19.112001641156326
Uttarakhand,Cereals,2024-11-28,1500,45.40349719351888,54.59650280648112
Andhra Pradesh,Fruits,2023-11-19,1000,53.965173863802754,46.034826136197246
Tamil Nadu,Pulses,2025-08-13,1000,39.878287731502326,60.121712268497674
Tripura,Pulses,2023-02-01,2300,2.6759102241525388,97.32408977584745
Rajasthan,Vegetables,2023-07-24,300,24.21602226432255,75.78397773567745
Tripura,Pulses,2024-07-19,2300,2.9284129647929333,97.07158703520707
Jharkhand,Fruits,2024-11-30,1400,34.25368657609313,65.74631342390687
Arunachal Pradesh,Vegetables,2024-11-05,2800,0.29737379377237483,99.70262620622762
Arunachal Pradesh,Vegetables,2023-07-10,2800,0.3589363883851899,99.64106361161481
West Bengal,Fruits,2025-12-20,1600,30.518360838192745,69.48163916180725
Sikkim,Vegetables,2023-10-05,1800,16.995681718022187,83.00431828197782
Gujarat,Vegetables,2024-11-10,800,68.65812598033118,31.341874019668822
Kerala,Fruits,2023-03-25,3000,0.13108098839383692,99.86891901160617
Punjab,Pulses,2023-01-01,650,48.757043934616384,51.242956065383616
Gujarat,Fruits,2024-12-13,800,57.02843066297327,42.97156933702673
Uttarakhand,Cereals,2025-04-27,1500,38.99586942395543,61.00413057604457
Andhra Pradesh,Fruits,2024-02-04,1000,59.431744655895116,40.568255344104884
Uttar Pradesh,Fruits,2024-02-25,900,44.42991269829823,55.57008730170177
Uttarakhand,Fruits,2026-01-28,1500,27.69845835886891,72.3015416411311
Andhra Pradesh,Fruits,2025-05-22,1000,54.80940984788614,45.19059015211386
Goa,Pulses,2023-10-01,3000,0.08436687626677661,99.91563312373323
Odisha,Pulses,2023-09-06,1500,23.072237097812145,76.92776290218785
Meghalaya,Vegetables,2024-09-27,2600,1.0070811283414143,98.99291887165859
Gujarat,Vegetables,2024-01-13,800,64.93774016876814,35.062259831231856
Telangana,Fruits,2023-01-20,900,65.49949790437968,34.50050209562032
Manipur,Cereals,2026-11-14,2200,6.823144835902778,93.17685516409722
Arunachal Pradesh,Vegetables,2026-01-19,2800,0.3022033736523686,99.69779662634762
Himachal Pradesh,Fruits,2023-03-10,1600,26.74317221263375,73.25682778736625
Gujarat,Vegetables,2025-05-25,800,61.750210313727806,38.249789686272194
Mizoram,Vegetables,2024-12-11,2400,2.2367207262587527,97.76327927374125
West Bengal,Vegetables,2024-02-29,1600,32.25507172116448,67.74492827883552
Tamil Nadu,Cereals,2024-12-10,1000,88.38247911824291,11.617520881757088
Himachal Pradesh,Cereals,2026-11-16,1600,34.03169688307978,65.96830311692023
Goa,Fruits,2024-04-12,3000,0.12812407295410397,99.87187592704589
Haryana,Vegetables,2023-04-12,650,58.63290884133247,41.36709115866753
Rajasthan,Cereals,2023-11-24,300,30.030174839256105,69.9698251607439
Goa,Fruits,2023-05-05,3000,0.13070701501476564,99.86929298498524
Chhattisgarh,Vegetables,2023-02-08,1300,42.81794820114045,57.18205179885955
Haryana,Pulses,2026-03-13,650,42.80922212460825,57.19077787539175
Tripura,Cereals,2023-03-06,2300,4.050036421469066,95.94996357853094
Uttarakhand,Cereals,2025-05-19,1500,48.75012493469483,51.24987506530517
Tamil Nadu,Pulses,2025-08-15,1000,47.38203590647384,52.61796409352616
Tamil Nadu,Fruits,2025-06-25,1000,53.044473866777544,46.955526133222456
Rajasthan,Pulses,2025-12-25,300,17.74623759622349,82.2537624037765
Jharkhand,Vegetables,2025-08-26,1400,41.8132433650803,58.1867566349197
Himachal Pradesh,Vegetables,2025-03-07,1600,36.38745701252216,63.61254298747784
Arunachal Pradesh,Pulses,2024-08-21,2800,0.2116274251639879,99.78837257483602
Meghalaya,Fruits,2024-05-13,2600,0.8753485902994216,99.12465140970058
Punjab,Pulses,2025-07-17,650,46.74473388894217,53.25526611105783
Andhra Pradesh,Pulses,2025-06-03,1000,42.5933809527135,57.4066190472865
Odisha,Vegetables,2026-08-20,1500,36.269149885508845,63.730850114491155
Jharkhand,Fruits,2023-05-04,1400,36.453598554913775,63.546401445086225
Assam,Vegetables,2024-09-03,2000,10.855453172075872,89.14454682792413
Chhattisgarh,Cereals,2024-06-23,1300,61.76703005882672,38.23296994117328
Nagaland,Vegetables,2025-07-21,2100,7.9675201877849755,92.03247981221503
Rajasthan,Vegetables,2024-01-09,300,31.343713132188185,68.65628686781182
Arunachal Pradesh,Fruits,2024-01-19,2800,0.2765075770379693,99.72349242296202
Gujarat,Cereals,2023-02-17,800,87.92119731712916,12.078802682870844
Bihar,Vegetables,2025-08-08,1100,47.16726490222274,52.83273509777726
Mizoram,Fruits,2025-02-12,2400,2.1907053579855673,97.80929464201444
Uttar Pradesh,Fruits,2024-04-03,900,45.066451571467326,54.933548428532674
Manipur,Fruits,2023-08-01,2200,5.053991725188072,94.94600827481193
Tripura,Fruits,2024-09-17,2300,2.9737558186566964,97.0262441813433
Haryana,Fruits,2024-04-06,650,49.02960222722174,50.97039777277826
Telangana,Vegetables,2023-10-13,900,65.28648640302232,34.71351359697768
Odisha,Vegetables,2025-02-20,1500,32.949710962527334,67.05028903747267
Uttarakhand,Vegetables,2023-08-07,1500,39.970898288385996,60.029101711614004
Arunachal Pradesh,Pulses,2023-09-14,2800,0.21889507137268485,99.78110492862731
Bihar,Pulses,2025-10-29,1100,31.833119074071497,68.1668809259285
Sikkim,Cereals,2025-02-19,1800,25.94321376762831,74.05678623237169
Telangana,Pulses,2025-03-15,900,44.764295651280335,55.235704348719665
Assam,Cereals,2024-12-21,2000,13.417515150546269,86.58248484945373
Mizoram,Cereals,2025-06-14,2400,2.4119385234282285,97.58806147657177
Punjab,Cereals,2023-07-27,650,84.3850247787474,15.614975221252607
Kerala,Vegetables,2025-09-30,3000,0.13983424972311734,99.86016575027688
Bihar,Fruits,2025-05-15,1100,41.92463414804436,58.07536585195564
Punjab,Vegetables,2025-02-17,650,64.03678639555976,35.96321360444024
Haryana,Cereals,2024-04-27,650,80.30247721918006,19.697522780819938
Madhya Pradesh,Pulses,2023-08-11,1000,41.348506712787334,58.651493287212666
Assam,Pulses,2023-01-05,2000,6.861667893284664,93.13833210671534
Gujarat,Fruits,2025-03-22,800,54.1732997382164,45.8267002617836
Punjab,Pulses,2026-09-13,650,48.19134091221951,51.80865908778049
Haryana,Pulses,2024-05-23,650,43.794934858184796,56.205065141815204
West Bengal,Pulses,2026-07-09,1600,25.873802941757713,74.12619705824228
Maharashtra,Pulses,2025-11-09,900,49.39562661072774,50.60437338927226
Assam,Pulses,2023-02-15,2000,8.232321247014932,91.76767875298506
West Bengal,Cereals,2023-03-22,1600,33.27262216018969,66.72737783981032
Punjab,Pulses,2025-12-04,650,46.41057579474249,53.58942420525751
Assam,Fruits,2024-06-21,2000,10.349542146694107,89.6504578533059
Sikkim,Fruits,2024-10-08,1800,16.306543984059484,83.69345601594051
Sikkim,Vegetables,2023-03-10,1800,16.579779830601947,83.42022016939805
West Bengal,Cereals,2024-08-05,1600,37.83381728380853,62.16618271619147
Telangana,Cereals,2025-02-13,900,88.46371808351817,11.536281916481826
Meghalaya,Cereals,2026-09-16,2600,1.021004636142705,98.9789953638573
Gujarat,Pulses,2025-11-26,800,49.98908725356941,50.01091274643059
Arunachal Pradesh,Fruits,2023-09-28,2800,0.2397412642372134,99.76025873576279
Tamil Nadu,Vegetables,2024-06-07,1000,64.11013616129101,35.88986383870899
Maharashtra,Cereals,2023-06-14,900,73.07774650758053,26.922253492419472
Himachal Pradesh,Fruits,2023-06-21,1600,27.139506631713253,72.86049336828674
Gujarat,Pulses,2025-10-21,800,44.24793171197806,55.75206828802194
Goa,Cereals,2026-08-20,3000,0.1594733432171794,99.84052665678281
Arunachal Pradesh,Vegetables,2026-09-24,2800,0.3860930187935791,99.61390698120643
Manipur,Vegetables,2023-04-09,2200,5.793453845653962,94.20654615434604
Sikkim,Pulses,2026-03-13,1800,15.011146722628503,84.9888532773715
Karnataka,Fruits,2024-08-30,950,49.32085885162994,50.67914114837006
Karnataka,Pulses,2024-12-19,950,42.209989518593986,57.790010481406014
Manipur,Fruits,2025-02-28,2200,4.657550768781241,95.34244923121877
Uttarakhand,Cereals,2024-06-07,1500,42.93860678342077,57.06139321657923
Odisha,Fruits,2024-07-11,1500,26.99037452242918,73.00962547757082
West Bengal,Vegetables,2024-10-09,1600,28.399353223444695,71.60064677655531
Meghalaya,Fruits,2026-12-07,2600,0.7771560138596538,99.22284398614035
Goa,Fruits,2023-06-27,3000,0.11017388884072034,99.88982611115928
Uttar Pradesh,Pulses,2025-03-19,900,47.41976191010452,52.58023808989548
Chhattisgarh,Cereals,2024-09-30,1300,62.50093579551205,37.49906420448795
Tripura,Cereals,2024-05-04,2300,4.946905585351257,95.05309441464874
Jharkhand,Fruits,2023-06-11,1400,30.325469046742786,69.67453095325722
Nagaland,Pulses,2023-03-23,2100,4.522342237961921,95.47765776203808
Telangana,Fruits,2023-01-14,900,59.02947019863728,40.97052980136272
Tripura,Fruits,2025-05-06,2300,2.9463663052244655,97.05363369477553
Gujarat,Fruits,2023-03-10,800,53.15818283640623,46.84181716359377
West Bengal,Vegetables,2023-11-09,1600,27.93277310544429,72.06722689455572
Arunachal Pradesh,Cereals,2026-07-11,2800,0.3898829682337154,99.61011703176628
Kerala,Fruits,2024-03-05,3000,0.10254526760127641,99.89745473239873
Karnataka,Fruits,2023-03-19,950,58.212456687522625,41.787543312477375
Tripura,Vegetables,2025-02-22,2300,3.306548717100309,96.69345128289969
Karnataka,Vegetables,2025-11-27,950,59.426527277098316,40.573472722901684
Goa,Pulses,2025-01-03,3000,0.1089693930772019,99.8910306069228
Gujarat,Fruits,2024-10-26,800,50.78940028348446,49.21059971651554
Punjab,Pulses,2023-04-10,650,43.64948555073811,56.35051444926189
West Bengal,Vegetables,2026-09-16,1600,35.051212359182685,64.94878764081732
Nagaland,Fruits,2024-07-06,2100,5.551949315790137,94.44805068420986
Jharkhand,Fruits,2025-09-09,1400,33.49865666861443,66.50134333138557
Mizoram,Fruits,2025-06-02,2400,1.8618361108887207,98.13816388911128
Himachal Pradesh,Cereals,2023-07-07,1600,34.99469796427279,65.00530203572721
Punjab,Vegetables,2025-11-07,650,66.96697586735733,33.033024132642666
Meghalaya,Fruits,2026-04-03,2600,0.7825502984441316,99.21744970155586
Jharkhand,Cereals,2024-02-07,1400,54.35306411746323,45.64693588253677
Rajasthan,Vegetables,2024-12-03,300,30.611607302196884,69.38839269780311
Madhya Pradesh,Cereals,2026-10-15,1000,67.25089219291732,32.74910780708268
Arunachal Pradesh,Cereals,2024-02-19,2800,0.35591319290815404,99.64408680709185
Tripura,Vegetables,2024-05-27,2300,3.8046346145563787,96.19536538544362
Andhra Pradesh,Cereals,2024-01-12,1000,87.065058182437,12.934941817563
West Bengal,Vegetables,2026-08-28,1600,35.064063653671944,64.93593634632805
Jharkhand,Fruits,2023-09-02,1400,30.45283066188206,69.54716933811794
Meghalaya,Vegetables,2024-08-15,2600,1.0796507151012407,98.92034928489876
Uttarakhand,Cereals,2024-06-02,1500,47.04690784195183,52.95309215804817
Andhra Pradesh,Vegetables,2023-01-29,1000,67.76592218289223,32.234077817107774
Madhya Pradesh,Fruits,2024-03-23,1000,54.6742674988957,45.3257325011043
Nagaland,Cereals,2025-12-01,2100,8.988572820058033,91.01142717994196
Uttarakhand,Vegetables,2023-07-25,1500,43.81309003284505,56.18690996715495
Madhya Pradesh,Pulses,2026-06-02,1000,49.508224858295435,50.491775141704565
Tripura,Cereals,2024-12-12,2300,3.919558040771722,96.08044195922828
Jharkhand,Fruits,2023-08-31,1400,30.71266460573892,69.28733539426108
Odisha,Fruits,2024-05-12,1500,28.84799037855722,71.15200962144277
Himachal Pradesh,Pulses,2024-09-08,1600,22.93207633949375,77.06792366050625
Bihar,Pulses,2024-04-16,1100,33.05449671932746,66.94550328067254
Himachal Pradesh,Cereals,2023-03-01,1600,42.121562954706654,57.878437045293346
Arunachal Pradesh,Fruits,2025-09-09,2800,0.23731506224033957,99.76268493775966
Gujarat,Vegetables,2024-10-10,800,67.62548429609464,32.37451570390536
Odisha,Fruits,2024-12-08,1500,32.061603503804314,67.93839649619568
Madhya Pradesh,Fruits,2026-05-18,1000,58.76065945408011,41.23934054591989
Gujarat,Cereals,2026-06-22,800,81.41911185068038,18.58088814931962
Uttarakhand,Fruits,2026-02-09,1500,28.295071745424828,71.70492825457518
Karnataka,Fruits,2025-08-24,950,49.1016695602207,50.8983304397793
Haryana,Fruits,2024-01-13,650,53.655420651674554,46.344579348325446
Goa,Cereals,2026-02-09,3000,0.16028488683055975,99.83971511316945
Tamil Nadu,Cereals,2024-05-01,1000,86.52498574250359,13.475014257496412
Uttarakhand,Fruits,2024-03-06,1500,30.619536770762217,69.38046322923779
Maharashtra,Fruits,2023-08-06,900,53.28887871721864,46.71112128278136
Kerala,Vegetables,2026-05-31,3000,0.1562774448579705,99.84372255514202
Karnataka,Pulses,2025-05-16,950,50.348891357372615,49.651108642627385
Meghalaya,Fruits,2026-01-01,2600,0.9593869435181307,99.04061305648187
Uttar Pradesh,Vegetables,2025-06-17,900,52.88927740014613,47.11072259985387
Maharashtra,Cereals,2023-03-24,900,74.01185560809748,25.988144391902523
Tamil Nadu,Cereals,2024-05-30,1000,86.97439295034802,13.025607049651981
Jharkhand,Cereals,2024-10-16,1400,54.24909318283174,45.75090681716826
Manipur,Pulses,2025-07-18,2200,3.911414737159152,96.08858526284085
Sikkim,Cereals,2024-05-31,1800,25.049970080273532,74.95002991972646
Jharkhand,Vegetables,2024-11-05,1400,40.164379441336564,59.835620558663436
Tripura,Cereals,2025-11-03,2300,4.191647316805087,95.80835268319491
Maharashtra,Cereals,2023-01-03,900,88.60481571658919,11.395184283410813
Uttarakhand,Fruits,2026-03-16,1500,35.14524669503402,64.85475330496598
Haryana,Fruits,2025-05-08,650,59.66503956304997,40.33496043695003
Mizoram,Pulses,2024-01-16,2400,1.69895175009748,98.30104824990252
Bihar,Fruits,2024-11-30,1100,37.58033066734004,62.41966933265996
West Bengal,Pulses,2023-12-23,1600,23.327501480286383,76.67249851971361
West Bengal,Fruits,2026-02-18,1600,28.90260415094462,71.09739584905537
Assam,Cereals,2024-02-20,2000,11.642753082427248,88.35724691757275
Uttarakhand,Fruits,2023-08-19,1500,33.98263426680205,66.01736573319795
Chhattisgarh,Fruits,2023-08-05,1300,35.679606044194614,64.32039395580539
Nagaland,Cereals,2025-01-23,2100,9.398022693286062,90.60197730671393
West Bengal,Cereals,2023-06-16,1600,43.82060883015484,56.17939116984516
Himachal Pradesh,Pulses,2024-01-08,1600,22.098927891343717,77.90107210865628
Manipur,Vegetables,2026-03-15,2200,5.487930926896113,94.51206907310389
Gujarat,Fruits,2024-04-05,800,57.73727499748764,42.26272500251236
Manipur,Pulses,2025-08-26,2200,3.385726144890699,96.6142738551093
Tamil Nadu,Fruits,2026-01-28,1000,55.71705889107496,44.28294110892504
Mizoram,Cereals,2023-05-24,2400,2.679006417622833,97.32099358237717
Kerala,Fruits,2024-09-24,3000,0.10304063427595186,99.89695936572404
Himachal Pradesh,Fruits,2023-02-21,1600,26.584601290429404,73.4153987095706
Meghalaya,Pulses,2025-07-19,2600,0.6942634764845701,99.30573652351544
Goa,Fruits,2024-06-04,3000,0.09868728796934297,99.90131271203066
Tamil Nadu,Cereals,2025-11-16,1000,71.64972396539837,28.350276034601634
Andhra Pradesh,Pulses,2023-01-24,1000,49.10261189499537,50.89738810500463
Karnataka,Fruits,2025-01-23,950,53.003301407117995,46.996698592882005
Jharkhand,Pulses,2023-01-27,1400,25.675868614783866,74.32413138521613
Karnataka,Fruits,2023-02-08,950,49.32596748883667,50.67403251116333
West Bengal,Cereals,2026-12-15,1600,43.086002882676276,56.913997117323724
Gujarat,Pulses,2024-06-26,800,40.56009905713818,59.43990094286182
Tamil Nadu,Vegetables,2023-12-28,1000,63.95885039205875,36.04114960794125
Himachal Pradesh,Vegetables,2026-02-12,1600,31.632546996008646,68.36745300399136
Telangana,Fruits,2024-07-04,900,53.781303216583645,46.218696783416355
Tripura,Pulses,2024-08-31,2300,2.5503402402394197,97.44965975976058
Telangana,Fruits,2026-07-11,900,53.345195369158205,46.654804630841795
Tripura,Vegetables,2026-04-15,2300,3.7531952649874776,96.24680473501252
Punjab,Fruits,2026-06-14,650,50.00829520915356,49.99170479084644
