Date,State,InfraLevel,VehicleType,Distance,TransitTime,DelayHours,FuelCost,LogisticsRisk
2026-09-03,Karnataka,Low,Refrigerated,1282.59,114.45,28.99,1247.74,250.26
2026-09-27,Punjab,High,Rail Freight,1310.66,91.02,5.46,941.08,184.31
2023-11-19,Punjab,Medium,Mini Truck,554.94,59.54,12.53,521.29,110.0
2024-02-25,Tamil Nadu,Low,Rail Freight,335.11,31.94,6.82,225.97,51.0
2023-04-08,Gujarat,Very High,Rail Freight,721.26,53.86,1.3,633.68,119.81
2024-11-27,Nagaland,Low,Mini Truck,1368.61,221.66,74.16,1838.42,405.18
2023-09-13,Nagaland,High,Mini Truck,452.05,75.15,15.09,574.74,126.06
2026-07-23,Kerala,Very High,Rail Freight,827.63,68.36,1.81,504.78,107.2
2024-07-22,Punjab,Low,Rail Freight,1105.47,79.57,37.51,671.06,151.47
2026-03-07,Meghalaya,High,Rail Freight,1262.79,140.22,13.25,1097.58,233.04
2023-09-10,Bihar,High,Truck,116.45,17.94,1.96,101.73,24.12
2025-11-04,Nagaland,Very High,Rail Freight,1460.94,154.37,6.94,1014.55,224.42
2025-01-05,Arunachal Pradesh,Medium,Refrigerated,1450.21,189.79,29.1,1266.46,287.01
2025-01-05,Manipur,Low,Rail Freight,1241.28,133.4,43.23,847.06,204.38
2025-10-27,Nagaland,Low,Refrigerated,438.52,56.69,21.22,360.87,88.13
2026-01-05,Goa,High,Rail Freight,1191.58,89.67,5.73,1032.27,197.48
2025-11-09,Tamil Nadu,Very High,Refrigerated,565.93,53.09,2.03,530.02,104.21
2023-10-21,Gujarat,Low,Refrigerated,755.47,65.01,17.57,626.72,130.29
2025-11-11,Telangana,Low,Rail Freight,1214.48,90.64,17.16,1074.72,208.86
2026-08-09,Jharkhand,Medium,Refrigerated,618.6,74.41,14.71,558.08,123.08
2023-04-22,Himachal Pradesh,High,Mini Truck,1224.54,171.29,18.53,1640.77,330.61
2025-08-28,Gujarat,Very High,Refrigerated,1023.86,87.88,2.86,882.62,173.08
2026-08-19,Meghalaya,Medium,Refrigerated,343.77,47.72,9.06,311.7,71.85
2025-09-07,Haryana,Very High,Refrigerated,1318.79,120.54,6.56,1054.99,215.11
2025-02-06,Assam,Medium,Refrigerated,601.52,74.06,19.76,575.55,127.56
2023-08-07,Uttarakhand,Low,Truck,1430.62,172.88,47.28,1311.13,293.38
2025-02-04,Rajasthan,Low,Refrigerated,1255.13,181.88,47.27,1238.63,286.55
2025-09-24,Rajasthan,Low,Truck,287.63,52.32,17.42,308.39,76.77
2026-06-06,Sikkim,Very High,Rail Freight,1277.87,128.36,4.44,861.67,188.79
2024-11-15,Odisha,Medium,Truck,1014.3,128.42,35.07,1040.39,227.87
2023-12-03,Maharashtra,Medium,Rail Freight,1373.27,96.94,12.48,946.11,190.53
2025-06-01,Chhattisgarh,Very High,Mini Truck,1200.86,178.72,12.73,1369.11,290.88
2023-08-08,Haryana,Medium,Mini Truck,595.79,76.49,24.6,648.18,141.49
2026-10-09,Andhra Pradesh,High,Rail Freight,235.94,23.28,1.67,195.58,40.48
2024-08-03,Telangana,Low,Rail Freight,479.51,39.29,14.08,406.23,84.25
2023-06-13,Gujarat,Low,Mini Truck,1288.22,144.81,69.55,1485.18,315.76
2023-03-13,Rajasthan,Medium,Truck,445.25,78.22,24.63,390.0,103.55
2025-12-27,Himachal Pradesh,Low,Mini Truck,675.36,96.11,30.83,623.78,149.15
2023-07-25,Nagaland,Very High,Truck,716.97,104.65,3.53,683.16,150.98
2026-05-03,Rajasthan,High,Mini Truck,786.11,153.4,26.07,728.68,188.76
2026-10-18,West Bengal,High,Mini Truck,785.54,103.43,7.37,951.19,192.17
2023-02-06,Rajasthan,Medium,Truck,1140.84,191.58,43.08,1123.86,272.03
2026-11-27,Manipur,Very High,Refrigerated,347.93,45.57,2.49,339.9,72.49
2023-11-12,Goa,Very High,Mini Truck,151.17,22.19,0.82,188.67,38.61
2025-08-16,Karnataka,High,Refrigerated,789.52,73.46,9.51,753.45,149.88
2023-05-24,Bihar,High,Refrigerated,518.28,66.04,7.31,382.36,90.0
2023-04-20,Bihar,Low,Rail Freight,848.8,92.64,19.87,512.09,126.45
2025-11-24,Rajasthan,Medium,Mini Truck,505.93,102.29,20.19,544.92,135.84
2023-09-25,Kerala,High,Refrigerated,369.49,38.82,5.39,311.33,66.32
2026-10-10,Meghalaya,Low,Truck,575.98,87.78,35.41,476.55,125.15
2024-11-06,Nagaland,Very High,Refrigerated,693.62,84.88,3.54,564.99,124.36
2023-06-22,Punjab,High,Truck,354.72,36.24,5.35,313.02,65.4
2023-07-03,Uttarakhand,High,Refrigerated,276.63,31.1,4.23,194.69,44.89
2026-04-15,Mizoram,Very High,Mini Truck,171.87,33.53,1.67,187.94,43.94
2026-07-08,Chhattisgarh,Very High,Truck,1038.11,135.23,5.29,1091.89,226.76
2023-08-19,Telangana,Very High,Refrigerated,988.91,87.4,4.86,1006.7,192.28
2023-10-21,Haryana,Very High,Refrigerated,884.39,83.24,4.12,815.42,161.42
2026-09-03,Gujarat,Very High,Refrigerated,730.63,61.46,3.67,657.16,127.7
2026-01-08,Kerala,Medium,Truck,890.04,97.18,22.16,991.3,201.29
2023-02-08,Karnataka,Medium,Refrigerated,423.48,40.36,4.89,300.95,65.26
2024-02-20,Gujarat,Low,Mini Truck,957.0,105.62,30.07,1032.54,214.44
2026-10-10,Rajasthan,Very High,Truck,1425.08,241.85,10.96,1563.72,347.77
2023-12-21,West Bengal,Very High,Mini Truck,907.68,121.14,6.92,932.41,197.14
2026-01-10,Telangana,Medium,Mini Truck,1129.84,129.68,47.8,1207.88,258.66
2023-08-02,West Bengal,Medium,Mini Truck,590.17,79.03,30.76,633.45,142.88
2024-12-28,Madhya Pradesh,Low,Rail Freight,289.01,30.01,7.76,181.0,43.76
2026-10-17,Bihar,Very High,Truck,714.82,107.35,6.93,855.3,179.37
2023-07-15,Madhya Pradesh,Very High,Truck,682.27,84.26,3.43,743.82,150.87
2023-01-16,Assam,Low,Rail Freight,1160.42,124.26,43.46,993.05,222.26
2024-12-30,Nagaland,High,Mini Truck,1437.84,234.6,24.56,1538.52,346.17
2024-04-11,Haryana,High,Mini Truck,312.01,38.67,3.64,419.76,81.82
2026-06-10,West Bengal,Low,Rail Freight,1312.2,110.76,42.4,949.5,209.23
2026-04-10,Meghalaya,Medium,Mini Truck,1446.68,242.98,73.02,1691.85,392.33
2024-11-03,Rajasthan,Low,Truck,735.73,126.84,34.95,776.76,187.57
2026-06-08,Mizoram,Low,Refrigerated,862.71,110.58,35.08,703.23,169.28
2024-11-15,Andhra Pradesh,High,Mini Truck,425.6,55.53,6.61,483.39,100.14
2025-07-14,Madhya Pradesh,Medium,Refrigerated,672.02,67.24,15.03,551.12,118.94
2024-12-10,Himachal Pradesh,Medium,Truck,151.67,21.22,2.81,157.07,34.23
2023-08-04,Tripura,Very High,Truck,426.52,60.68,2.84,421.08,91.6
2024-11-23,Kerala,Medium,Refrigerated,565.56,54.96,9.82,562.25,113.0
2024-07-16,Chhattisgarh,High,Refrigerated,486.11,58.03,6.54,332.6,78.62
2023-06-29,Uttarakhand,Medium,Rail Freight,453.97,44.08,5.38,385.75,79.85
2023-05-20,Karnataka,High,Truck,885.11,92.9,14.42,903.69,183.13
2025-09-12,Goa,High,Rail Freight,702.75,56.8,3.46,461.0,96.09
2026-12-30,Punjab,Medium,Truck,471.18,44.63,9.54,546.97,105.95
2025-05-18,Meghalaya,High,Rail Freight,958.76,105.81,10.72,816.85,174.43
2026-07-14,Bihar,High,Rail Freight,617.11,68.33,5.84,409.89,94.57
2024-08-07,Punjab,Medium,Rail Freight,1081.95,75.85,10.9,686.9,141.53
2026-12-27,Gujarat,Low,Rail Freight,1188.64,86.57,21.22,821.94,170.73
2025-03-25,West Bengal,Very High,Rail Freight,686.68,59.5,2.8,490.08,101.41
2024-02-29,Rajasthan,High,Truck,1034.31,178.15,18.45,1053.79,245.61
2024-08-13,Haryana,Medium,Truck,400.31,45.06,8.16,441.22,89.72
2026-01-17,Punjab,High,Refrigerated,112.85,14.59,1.22,107.86,23.23
2024-02-16,Sikkim,Low,Refrigerated,1040.26,115.57,43.84,886.31,202.49
2026-04-25,Manipur,Very High,Truck,827.52,118.37,5.74,735.7,165.92
2023-11-02,Bihar,Very High,Rail Freight,325.26,38.12,0.73,222.36,50.8
2025-12-18,Uttarakhand,Medium,Refrigerated,530.1,58.04,11.0,377.42,87.13
2024-09-02,Jharkhand,Very High,Truck,541.49,74.98,4.08,442.75,101.79
2024-01-07,Haryana,High,Refrigerated,1309.33,119.42,15.77,1148.55,232.33
2026-09-03,Bihar,Low,Mini Truck,542.88,92.86,46.78,619.72,153.46
2023-04-04,Andhra Pradesh,Low,Truck,613.42,73.85,23.44,558.88,126.44
2023-12-19,Meghalaya,Medium,Truck,800.21,119.19,19.63,686.01,164.39
2023-11-07,Andhra Pradesh,Low,Refrigerated,115.42,16.44,5.37,96.26,23.99
2023-09-30,Andhra Pradesh,Low,Rail Freight,495.61,47.08,8.91,311.66,71.5
2025-03-31,West Bengal,High,Refrigerated,522.5,53.94,6.79,428.68,91.29
2025-01-04,Manipur,Very High,Truck,500.81,70.72,3.68,527.58,112.43
2026-03-06,Mizoram,Medium,Rail Freight,160.95,22.59,2.3,138.67,31.88
2026-05-12,Kerala,Low,Truck,1062.65,115.87,29.23,988.24,212.07
2023-07-13,Sikkim,Very High,Mini Truck,774.89,116.9,10.09,724.76,165.35
2023-05-28,Uttar Pradesh,High,Truck,191.29,27.38,3.27,184.92,41.37
2023-11-07,Mizoram,Medium,Refrigerated,1393.07,176.18,41.78,1178.64,272.79
2026-10-15,Odisha,Very High,Truck,1064.31,134.84,8.75,1036.66,219.68
2026-05-12,Nagaland,Medium,Refrigerated,1494.62,178.45,21.02,1482.74,311.12
2025-05-19,Chhattisgarh,Low,Truck,1000.11,132.56,30.42,923.66,210.37
2026-10-08,Uttarakhand,Very High,Refrigerated,1409.44,145.61,7.88,1282.22,261.01
2024-05-30,Meghalaya,High,Rail Freight,267.85,31.75,1.5,220.33,47.94
2024-04-28,Manipur,Medium,Rail Freight,1049.3,113.66,25.23,833.18,186.22
2026-04-13,Manipur,Low,Rail Freight,754.87,82.4,25.95,564.44,132.12
2023-07-31,Tamil Nadu,High,Refrigerated,188.34,22.59,3.29,159.46,35.4
2023-12-11,Haryana,High,Refrigerated,1128.21,101.34,8.95,817.53,171.81
2025-04-03,Manipur,Low,Truck,1244.61,177.93,53.84,1347.13,303.67
2025-10-27,Meghalaya,Medium,Truck,1491.15,217.09,63.78,1325.21,321.98
2023-03-30,Nagaland,High,Rail Freight,1284.57,135.89,15.69,834.77,192.64
2026-10-26,Himachal Pradesh,Medium,Mini Truck,787.34,111.08,30.8,896.18,196.73
2024-10-12,Uttar Pradesh,Medium,Rail Freight,1020.72,96.13,15.66,776.9,166.06
2025-04-27,Haryana,High,Refrigerated,485.19,44.24,5.66,446.87,89.2
2025-11-26,Assam,Very High,Truck,1013.72,143.87,4.68,1151.08,239.28
2026-07-21,Karnataka,Low,Rail Freight,869.0,70.0,14.73,588.45,125.66
2026-11-07,Kerala,Very High,Refrigerated,698.68,66.83,2.99,656.1,129.69
2024-11-17,Mizoram,Medium,Refrigerated,669.71,88.1,11.8,665.07,144.13
2023-11-10,Meghalaya,Medium,Truck,791.86,119.44,24.73,833.45,188.66
2024-02-19,Nagaland,Medium,Truck,360.8,52.83,7.39,327.27,75.82
2026-01-11,Karnataka,Low,Refrigerated,639.52,58.76,10.17,601.65,120.75
2023-09-16,Manipur,Very High,Truck,1215.11,174.18,10.33,1191.4,261.22
2026-06-15,Himachal Pradesh,Very High,Rail Freight,544.81,50.93,2.49,350.65,76.51
2026-05-11,Telangana,Medium,Rail Freight,1126.62,86.25,14.89,727.63,153.91
2023-04-26,Bihar,Low,Refrigerated,1422.94,178.71,57.43,1324.07,302.0
2023-03-03,Maharashtra,Low,Refrigerated,125.49,14.04,2.85,117.26,25.05
2025-07-03,Madhya Pradesh,Very High,Truck,734.86,90.26,3.7,737.76,152.76
2026-07-11,Madhya Pradesh,High,Refrigerated,635.99,66.66,10.22,621.42,127.3
2025-03-05,Nagaland,Medium,Mini Truck,766.76,124.33,36.54,929.11,209.93
2025-11-20,Chhattisgarh,High,Rail Freight,1497.16,148.52,10.18,1330.34,270.46
2024-11-29,Karnataka,Very High,Refrigerated,241.66,26.73,1.04,208.0,43.64
2025-03-26,Andhra Pradesh,Very High,Truck,841.48,98.41,6.15,852.67,174.65
2023-05-16,Karnataka,High,Refrigerated,886.5,78.1,6.37,749.63,150.14
2023-03-24,Nagaland,Medium,Truck,862.27,121.51,22.44,919.16,201.53
2024-12-02,Madhya Pradesh,Low,Truck,673.73,83.63,33.78,793.58,170.18
2025-12-06,Odisha,High,Rail Freight,801.91,75.99,6.89,676.03,138.36
2025-06-27,Jharkhand,High,Truck,141.34,22.9,2.76,134.29,31.56
2026-01-28,Mizoram,Low,Refrigerated,1407.35,177.74,63.81,1042.67,261.91
2024-04-23,Odisha,Very High,Mini Truck,438.61,67.41,2.97,491.02,105.17
2023-07-14,Manipur,Medium,Truck,812.82,115.74,35.59,662.34,165.67
2025-09-06,Rajasthan,Medium,Refrigerated,995.58,143.39,25.64,859.07,203.64
2026-01-17,Chhattisgarh,Medium,Refrigerated,886.46,98.15,13.73,859.47,178.58
2024-09-23,Haryana,Very High,Mini Truck,746.16,95.17,8.29,839.24,172.03
2026-08-19,Chhattisgarh,High,Truck,245.45,33.73,3.95,242.96,53.2
2023-01-17,Odisha,Very High,Rail Freight,1127.87,108.72,4.44,947.26,192.79
2023-02-26,Rajasthan,Very High,Truck,518.36,89.87,5.01,477.59,114.09
2025-01-30,Uttar Pradesh,Low,Refrigerated,346.56,41.63,16.87,341.8,76.75
2023-10-30,Jharkhand,High,Truck,1009.96,137.15,18.61,897.8,203.83
2024-02-16,Chhattisgarh,Medium,Refrigerated,791.8,88.17,15.41,782.07,163.15
2024-09-25,Karnataka,High,Mini Truck,1129.41,135.88,23.08,1306.32,266.33
2024-03-02,Maharashtra,Very High,Refrigerated,1360.0,109.7,5.5,1386.8,259.59
2023-11-22,Maharashtra,Very High,Truck,206.51,21.46,0.87,210.22,41.54
2024-07-22,Punjab,Medium,Refrigerated,397.48,32.99,10.16,309.03,65.26
2024-08-04,Meghalaya,High,Truck,711.17,106.19,20.15,851.73,183.6
2025-10-06,Jharkhand,Very High,Truck,147.69,21.41,0.88,171.73,35.74
2025-09-19,Madhya Pradesh,Low,Refrigerated,1402.08,143.76,69.33,1036.34,247.87
2025-11-15,Gujarat,Medium,Refrigerated,1137.34,96.71,17.14,865.33,180.17
2026-06-02,Arunachal Pradesh,Low,Refrigerated,220.39,30.41,8.25,183.57,44.52
2026-11-22,Odisha,High,Rail Freight,276.01,27.15,2.68,171.86,39.07
2025-03-16,West Bengal,Very High,Truck,1270.56,142.62,7.91,1045.85,224.22
2026-01-10,Mizoram,Low,Truck,1499.71,224.8,99.08,1282.63,333.19
2023-03-05,Maharashtra,Medium,Refrigerated,1013.33,83.55,16.21,940.35,185.13
2026-07-15,Uttar Pradesh,Medium,Mini Truck,328.31,47.89,8.92,426.09,89.03
2024-05-14,Tamil Nadu,High,Refrigerated,545.23,50.35,6.06,490.17,98.61
2023-04-06,Punjab,Medium,Mini Truck,1227.7,131.85,48.51,1211.52,260.46
2026-12-11,Nagaland,Low,Truck,320.54,48.56,22.95,359.19,84.91
2025-03-18,Uttar Pradesh,Very High,Refrigerated,706.04,78.27,4.24,703.16,142.39
2025-09-01,Uttarakhand,High,Mini Truck,854.96,118.36,20.63,955.47,204.84
2024-11-09,Jharkhand,High,Truck,787.03,109.75,10.51,736.36,164.04
2026-06-15,Tripura,Low,Rail Freight,142.94,17.64,7.0,123.59,29.28
2024-12-10,Rajasthan,High,Refrigerated,579.25,84.45,5.16,405.87,100.95
2025-09-22,West Bengal,High,Rail Freight,1341.85,116.48,12.38,1183.84,234.94
2024-04-29,Odisha,Very High,Refrigerated,711.79,75.15,4.08,646.33,132.4
2023-02-23,Arunachal Pradesh,High,Mini Truck,211.98,41.34,3.94,238.19,55.91
2024-12-12,Arunachal Pradesh,High,Truck,183.43,32.0,3.92,167.84,41.15
2023-05-20,Haryana,Low,Rail Freight,269.75,22.92,6.4,217.76,45.54
2023-10-29,Jharkhand,High,Mini Truck,598.84,98.29,16.63,618.44,143.65
2026-12-25,Meghalaya,Very High,Mini Truck,243.32,41.55,2.42,285.34,62.47
2024-12-11,Manipur,Low,Rail Freight,723.88,76.75,18.73,585.62,129.87
2023-03-01,Odisha,Very High,Refrigerated,1482.51,156.22,7.32,1045.91,230.12
2026-05-14,Karnataka,Medium,Refrigerated,1198.56,108.34,19.3,921.4,194.68
2025-10-28,Uttarakhand,Very High,Refrigerated,719.62,74.22,3.77,643.42,131.42
2025-10-07,Goa,Very High,Truck,1328.58,135.82,7.51,1423.87,277.7
2026-09-26,Tripura,High,Mini Truck,251.9,41.19,8.43,339.39,72.82
2024-01-02,Telangana,High,Refrigerated,316.26,30.02,1.59,306.01,60.05
2024-11-30,Andhra Pradesh,High,Mini Truck,1475.1,191.65,29.73,1392.34,306.98
2025-08-25,Madhya Pradesh,High,Refrigerated,742.21,74.69,7.77,526.89,115.75
2025-05-20,Karnataka,Medium,Truck,1353.96,142.29,31.5,1217.79,259.3
2024-12-26,Jharkhand,Very High,Refrigerated,1366.9,161.54,5.39,1001.24,225.03
2024-03-30,Madhya Pradesh,Low,Truck,1080.48,126.06,48.04,1103.45,241.46
2024-02-01,Himachal Pradesh,Low,Rail Freight,1458.28,134.23,39.21,980.87,223.22
2023-09-14,Nagaland,Medium,Refrigerated,1160.58,139.08,20.48,905.64,206.63
2023-03-03,Meghalaya,Medium,Mini Truck,503.09,85.15,20.45,540.7,127.6
2025-07-15,Rajasthan,Medium,Mini Truck,505.05,101.11,19.36,475.61,124.58
2024-09-27,Bihar,High,Rail Freight,511.11,59.29,7.26,401.02,89.74
2026-09-15,Telangana,High,Mini Truck,497.85,59.26,6.81,470.32,99.94
2024-07-10,Bihar,Low,Mini Truck,890.95,148.55,71.68,885.99,228.42
2025-03-13,Tripura,Medium,Refrigerated,302.73,38.93,4.47,296.12,63.73
2025-08-23,Uttarakhand,Low,Rail Freight,1141.85,106.6,55.34,974.68,216.31
2026-08-12,Karnataka,Medium,Rail Freight,939.4,73.05,21.4,779.54,158.36
2026-04-27,Kerala,Medium,Truck,171.18,22.89,5.71,149.53,35.01
2026-04-27,Meghalaya,Very High,Truck,840.75,123.97,5.54,691.13,161.67
2023-11-27,Telangana,Medium,Truck,1498.79,151.49,33.41,1203.41,262.05
2025-09-15,Bihar,Medium,Truck,902.12,132.82,24.9,950.74,212.34
2023-11-12,Assam,Very High,Refrigerated,1293.3,156.49,7.66,987.09,221.55
2026-08-02,Assam,Very High,Mini Truck,1276.45,209.17,10.6,1301.43,293.58
2026-12-19,Tripura,Low,Rail Freight,493.43,53.99,11.0,414.66,90.9
2024-05-07,Tripura,High,Mini Truck,1223.37,193.9,21.93,1614.8,338.25
2024-11-25,Goa,Low,Refrigerated,713.24,60.9,19.43,544.17,116.8
2023-01-07,Jharkhand,High,Rail Freight,774.96,82.0,6.67,544.77,121.28
2024-09-19,Karnataka,Medium,Rail Freight,1369.43,106.67,13.83,1054.27,211.67
2024-03-16,Chhattisgarh,Very High,Refrigerated,548.79,62.62,2.66,433.07,94.2
2026-10-03,Gujarat,High,Truck,150.36,19.12,2.83,132.36,29.59
2026-07-01,Goa,Low,Rail Freight,896.61,71.82,20.84,738.42,151.42
2025-05-27,Gujarat,High,Rail Freight,545.97,42.43,4.64,388.22,79.18
2026-07-31,Chhattisgarh,High,Mini Truck,1114.18,166.08,29.83,1160.71,260.77
2023-09-01,Assam,Medium,Truck,771.1,111.73,27.37,738.3,171.97
2026-06-30,Tamil Nadu,Very High,Truck,295.57,34.19,1.37,306.11,61.85
2025-05-19,Rajasthan,High,Mini Truck,1467.01,282.5,24.77,1486.86,360.07
2024-06-07,Andhra Pradesh,Low,Truck,520.17,58.97,27.95,479.32,109.62
2023-10-30,Punjab,Medium,Truck,1038.13,97.71,15.62,1238.1,235.93
2023-10-28,West Bengal,Very High,Rail Freight,901.03,78.9,3.64,581.7,124.21
2025-04-12,Bihar,Very High,Rail Freight,726.15,81.55,2.84,607.5,128.96
2024-08-10,Maharashtra,Very High,Truck,983.12,94.35,5.81,1093.04,208.74
2023-02-20,Rajasthan,Very High,Truck,497.45,87.81,2.75,494.86,114.84
2023-08-27,Punjab,Very High,Mini Truck,516.65,58.56,4.54,558.95,112.01
2026-08-22,Sikkim,Very High,Rail Freight,820.57,80.4,3.24,506.2,113.4
2023-02-01,Uttarakhand,High,Truck,235.33,31.09,1.94,274.86,56.0
2025-03-14,Andhra Pradesh,High,Refrigerated,1231.17,121.86,11.96,1248.79,246.94
2023-05-02,Mizoram,Medium,Mini Truck,374.85,66.49,11.4,475.24,105.77
2023-11-19,Nagaland,Very High,Rail Freight,529.93,59.32,2.14,404.76,88.26
2026-12-05,Karnataka,Medium,Rail Freight,210.1,17.02,1.71,149.08,30.71
2023-05-26,Tripura,High,Refrigerated,458.7,57.6,3.58,467.84,97.53
2024-10-10,Arunachal Pradesh,High,Rail Freight,291.14,35.29,2.86,199.41,46.94
2023-08-24,Bihar,Medium,Rail Freight,981.5,108.7,19.65,635.2,152.05
2025-02-03,Rajasthan,Low,Rail Freight,1219.71,156.99,43.58,789.14,206.45
2026-01-01,Assam,Low,Rail Freight,1082.51,116.27,27.71,701.15,168.58
2026-06-12,Arunachal Pradesh,Very High,Rail Freight,908.07,106.77,4.77,673.95,151.04
2025-06-22,Punjab,High,Rail Freight,987.07,72.93,4.78,618.56,127.51
2026-01-20,Mizoram,Low,Refrigerated,879.0,110.43,28.98,681.13,163.45
2026-09-04,Manipur,Very High,Mini Truck,1218.21,197.25,12.46,1461.26,312.94
2025-04-02,Nagaland,Medium,Mini Truck,946.48,155.42,24.42,1100.76,244.82
2024-10-23,Haryana,Low,Refrigerated,1165.38,105.83,36.2,811.35,183.81
2023-09-08,Karnataka,Medium,Refrigerated,136.55,13.74,3.02,110.15,23.91
2026-06-23,Haryana,Medium,Refrigerated,782.29,70.35,18.52,651.78,136.83
2024-05-31,Assam,Medium,Mini Truck,429.67,72.83,15.02,554.71,121.99
2023-04-18,Arunachal Pradesh,Medium,Mini Truck,698.98,123.05,20.85,794.77,182.93
2024-08-12,Karnataka,High,Refrigerated,422.25,40.51,6.04,351.47,73.37
2024-07-06,Nagaland,Medium,Refrigerated,985.53,118.15,37.75,698.71,173.07
2025-08-03,Meghalaya,Medium,Refrigerated,1430.29,175.81,35.74,1377.98,300.11
2026-09-17,Maharashtra,High,Refrigerated,736.01,59.2,8.1,603.06,120.34
2026-09-27,West Bengal,Very High,Mini Truck,934.61,122.87,8.16,1276.27,250.0
2023-11-18,Maharashtra,Medium,Mini Truck,801.46,88.34,14.29,929.07,184.83
2026-02-28,Mizoram,Low,Refrigerated,299.73,43.22,8.67,221.06,56.08
2025-10-01,Tripura,High,Refrigerated,1466.48,173.08,19.93,1242.32,272.2
2026-08-07,Uttar Pradesh,High,Refrigerated,1121.05,119.84,16.79,1118.63,228.44
2023-10-16,Telangana,Very High,Refrigerated,781.98,69.54,2.47,688.32,135.53
2026-11-21,Tripura,Medium,Mini Truck,216.97,37.21,6.2,270.88,59.86
2023-07-30,Assam,Medium,Refrigerated,277.12,38.22,9.11,252.08,58.65
2026-04-07,Meghalaya,High,Truck,1415.67,207.92,12.93,1555.95,332.13
2023-04-11,Mizoram,Low,Rail Freight,905.5,102.66,32.12,789.8,177.52
2024-09-08,Manipur,High,Rail Freight,1277.44,138.49,16.35,882.58,201.25
2023-10-10,Madhya Pradesh,High,Truck,109.33,16.38,2.44,131.14,28.02
2024-02-14,Maharashtra,Very High,Rail Freight,1344.61,97.68,4.37,864.02,175.31
2025-04-29,Mizoram,High,Refrigerated,726.53,93.56,11.1,668.89,146.88
2025-03-12,Andhra Pradesh,Medium,Refrigerated,703.13,72.39,11.0,634.49,132.15
2024-11-24,Bihar,Very High,Mini Truck,383.53,65.62,2.31,440.81,96.57
2025-06-18,Nagaland,Medium,Truck,524.72,78.83,12.15,530.39,119.89
2025-04-22,Madhya Pradesh,High,Mini Truck,1111.37,152.14,24.78,1119.12,246.24
2025-07-16,West Bengal,Low,Rail Freight,1054.08,90.25,41.92,946.02,199.28
2025-12-05,Tamil Nadu,Medium,Rail Freight,810.4,67.2,15.52,491.4,110.16
2023-12-03,Andhra Pradesh,Medium,Truck,1381.75,157.62,42.06,1116.67,255.26
2023-11-05,Telangana,Low,Truck,1311.14,130.05,43.25,1516.08,303.23
2024-05-15,Uttarakhand,High,Refrigerated,610.25,66.98,6.33,520.1,110.69
2023-05-01,Telangana,Medium,Refrigerated,809.2,69.43,8.97,722.85,143.26
2026-05-16,Odisha,Medium,Rail Freight,144.84,15.71,2.9,112.34,25.08
2024-08-13,Uttarakhand,Low,Refrigerated,1399.86,147.23,86.17,1042.84,257.15
2023-08-19,Rajasthan,Low,Mini Truck,871.99,169.27,127.42,806.25,248.08
2026-04-10,Tripura,Very High,Rail Freight,108.66,13.02,0.4,80.71,18.12
2023-12-02,Rajasthan,High,Refrigerated,1219.93,175.46,21.98,950.29,230.29
2025-01-25,Rajasthan,High,Mini Truck,880.14,171.42,19.15,1070.35,245.35
2023-01-27,Rajasthan,Low,Mini Truck,373.09,77.03,39.97,467.5,120.78
2026-02-10,West Bengal,Low,Truck,128.49,15.3,4.13,125.54,27.37
2024-06-12,Tripura,Very High,Rail Freight,141.36,18.6,0.75,108.51,24.94
2023-01-03,Andhra Pradesh,Medium,Rail Freight,738.76,64.57,8.82,638.2,128.32
2025-04-26,Himachal Pradesh,High,Mini Truck,117.05,20.09,2.94,127.61,29.36
2025-02-27,Goa,Very High,Refrigerated,466.57,41.44,1.55,349.54,71.7
2023-08-16,Rajasthan,Medium,Refrigerated,934.48,137.17,23.7,735.66,181.56
2026-03-05,Odisha,Low,Truck,402.64,52.43,18.05,401.32,91.01
2023-02-28,Rajasthan,High,Truck,126.06,24.86,2.47,119.1,30.04
2025-04-14,Punjab,Very High,Truck,811.05,78.9,5.1,897.91,172.23
2025-06-29,Meghalaya,Medium,Truck,1259.71,186.24,54.97,1494.83,330.02
2025-07-25,Bihar,High,Refrigerated,1436.84,179.92,15.29,1283.28,279.57
2024-02-12,Gujarat,Low,Rail Freight,239.14,19.72,7.47,199.07,41.72
2023-12-21,Nagaland,Low,Refrigerated,1090.45,133.48,58.96,1101.93,248.94
2025-11-03,Bihar,Low,Refrigerated,1368.69,172.73,35.35,1310.38,288.43
2026-01-05,Manipur,Low,Truck,1126.28,162.21,36.39,1236.41,273.01
2023-09-10,Uttarakhand,Medium,Rail Freight,488.38,45.86,6.33,352.85,76.1
2023-01-22,Madhya Pradesh,High,Truck,928.87,112.39,14.68,919.95,194.44
2023-02-06,Himachal Pradesh,Medium,Truck,730.62,89.65,20.24,738.93,159.28
2026-11-04,Manipur,Low,Mini Truck,1093.22,178.69,90.44,1423.82,330.16
2024-06-04,Odisha,Low,Refrigerated,1102.9,120.06,37.06,900.37,203.91
2024-02-02,Odisha,High,Mini Truck,343.81,52.75,4.19,367.37,80.52
2025-05-19,Uttar Pradesh,High,Refrigerated,531.73,59.96,5.26,426.42,93.05
2025-07-30,Haryana,High,Refrigerated,1261.95,116.56,10.35,1183.94,234.18
2024-09-14,Himachal Pradesh,Low,Rail Freight,1401.24,129.17,35.96,1100.53,237.59
2023-05-07,Goa,Very High,Truck,594.71,59.93,2.01,477.84,99.45
